"dtime per day","Average latency (ms)"
"2013-05-09","741.067"
"2013-05-10","741.154"
"2013-05-11","741.002"
"2013-05-12","737.073"
"2013-05-13","733.572"
"2013-05-14","736.303"
"2013-05-15","735.14"
"2013-05-16","724.207"
"2013-05-17","719.715"
"2013-05-18","733.157"
"2013-05-19","732.789"
"2013-05-20","733.277"
"2013-05-21","729.559"
"2013-05-22","731.455"
"2013-05-23","731.201"
"2013-05-24","731.896"
"2013-05-25","725.361"
"2013-05-26","728.531"
"2013-05-27","735.156"
"2013-05-28","730.246"
"2013-05-29","730.885"
"2013-05-30","728.993"
"2013-05-31","731.367"
"2013-06-01","732.856"
"2013-06-02","740.054"
"2013-06-03","736.24"
"2013-06-04","734.782"
"2013-06-05","736.006"
"2013-06-06","734.176"
"2013-06-07","733.924"
"2013-06-08","734.959"
"2013-06-09","736.281"
"2013-06-10","733.1"
"2013-06-11","733.701"
"2013-06-12","729.208"
"2013-06-13","729.991"
"2013-06-14","733.026"
"2013-06-15","736.447"
"2013-06-16","737.604"
"2013-06-17","730.39"
"2013-06-18","732.722"
"2013-06-19","731.16"
"2013-06-20","731.592"
"2013-06-21","731.172"
"2013-06-22","729.534"
"2013-06-23","728.481"
"2013-06-24","732.724"
"2013-06-25","728.919"
"2013-06-26","731.072"
"2013-06-27","729.104"
"2013-06-28","727.972"
"2013-06-29","721.081"
"2013-06-30","725.094"
"2013-07-01","728.49"
"2013-07-02","728.326"
"2013-07-03","729.187"
"2013-07-04","722.145"
"2013-07-05","722.827"
"2013-07-06","723.093"
"2013-07-07","723.571"
"2013-07-08","718.153"
"2013-07-09","718.03"
"2013-07-10","717.126"
"2013-07-11","716.495"
"2013-07-12","713.882"
"2013-07-13","714.695"
"2013-07-14","710.962"
"2013-07-15","714.016"
"2013-07-16","716.374"
"2013-07-17","714.605"
"2013-07-18","715.024"
"2013-07-19","713.066"
"2013-07-20","712.193"
"2013-07-21","711.503"
"2013-07-22","712.414"
"2013-07-23","712.432"
"2013-07-24","713.179"
"2013-07-25","712.047"
"2013-07-26","709.768"
"2013-07-27","707.445"
"2013-07-28","709.664"
"2013-07-29","711.558"
"2013-07-30","712.322"
"2013-07-31","705.305"
"2013-08-01","696.11"
"2013-08-02","698.321"
"2013-08-03","704.865"
"2013-08-04","702.956"
"2013-08-05","703.204"
"2013-08-06","696.345"
"2013-08-07","697.276"
"2013-08-08","695.826"
"2013-08-09","695.997"
"2013-08-10","698.947"
"2013-08-11","695.814"
"2013-08-12","701.306"
"2013-08-13","697.267"
"2013-08-14","699.62"
"2013-08-15","697.465"
"2013-08-16","695.74"
"2013-08-17","691.584"
"2013-08-18","691.221"
"2013-08-19","697.537"
"2013-08-20","695.336"
"2013-08-21","695.521"
"2013-08-22","699.59"
"2013-08-23","703.121"
"2013-08-24","691.175"
"2013-08-25","698.987"
"2013-08-26","700.163"
"2013-08-27","698.27"
"2013-08-28","698.248"
"2013-08-29","698.233"
"2013-08-30","695.534"
"2013-08-31","686.337"
"2013-09-01","684.51"
"2013-09-02","688.87"
"2013-09-03","684.959"
"2013-09-04","686.455"
"2013-09-05","693.55"
"2013-09-06","696.425"
"2013-09-07","694.431"
"2013-09-08","681.566"
"2013-09-09","693.213"
"2013-09-10","694.216"
"2013-09-11","689.68"
"2013-09-12","688.958"
"2013-09-13","690.393"
"2013-09-14","690.39"
"2013-09-15","691.727"
"2013-09-16","693.884"
"2013-09-17","694.522"
"2013-09-18","695.934"
"2013-09-19","696.523"
"2013-09-20","695.562"
"2013-09-21","693.973"
"2013-09-22","691.774"
"2013-09-23","693.831"
"2013-09-24","692.541"
"2013-09-25","692.384"
"2013-09-26","691.205"
"2013-09-27","691.175"
"2013-09-28","691.178"
"2013-09-29","689.068"
"2013-09-30","688.24"
"2013-10-01","689.834"
"2013-10-02","688.801"
"2013-10-03","689.248"
"2013-10-04","688.452"
"2013-10-05","689.412"
"2013-10-06","687.146"
"2013-10-07","684.342"
"2013-10-08","686.644"
"2013-10-09","683.043"
"2013-10-10","685.25"
"2013-10-11","686.798"
"2013-10-12","685.123"
"2013-10-13","682.334"
"2013-10-14","685.479"
"2013-10-15","683.514"
"2013-10-16","683.233"
"2013-10-17","681.78"
"2013-10-18","682.334"
"2013-10-19","680.735"
"2013-10-20","671.029"
"2013-10-21","665.778"
"2013-10-22","679.145"
"2013-10-23","678.021"
"2013-10-24","679.652"
"2013-10-25","678.787"
"2013-10-26","673.828"
"2013-10-27","675.617"
"2013-10-28","672.985"
"2013-10-29","674.409"
"2013-10-30","674.493"
"2013-10-31","675.183"
"2013-11-01","677.946"
"2013-11-02","680.166"
"2013-11-03","679.686"
"2013-11-04","680.042"
"2013-11-05","676.19"
"2013-11-06","680.175"
"2013-11-07","679.234"
